id,source,source_url,external_id,first_seen_at,last_seen_at,observed_at,title,address,project_slug,project_name,property_type,purpose,price_total_vnd,price_per_m2_vnd,rent_monthly_vnd,area_m2,bedrooms,bathrooms,floor_number,total_floors,subdivision,tower,view,furniture,legal_status,is_verified,quality_flags_json,dedupe_key
6882,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.2NEB8Y,da8d4d0b-8f5f-4ae8-83ef-0616b8ced086,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:23:57+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,11220000000.0,133000000.0,,84.5,0.0,4.0,,,Chà Là,Chà Là 10,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:da8d4d0b-8f5f-4ae8-83ef-0616b8ced086
6883,onehousing,https://onehousing.vn/bds/biet-thu-huong-view-duong-dao-dua-10-dao-dua-vinhomes-ocean-park-2-the-empire.YRZGQH,cd5f1bfc-74aa-4a91-9b55-c0ed6aec8a62,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:24:13+00:00,2026-06-14T04:45:56.162903+00:00,Biệt thự - hướng/view Đường Đảo Dừa 10 - Đảo Dừa - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,villa,sale,39780000000.0,166000000.0,,239.9,0.0,4.0,,,Đảo Dừa,Đảo Dừa 6,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:cd5f1bfc-74aa-4a91-9b55-c0ed6aec8a62
6884,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.R92H6O,e5991bee-f84d-4567-8c97-504479606c9d,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:23:00+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,10100000000.0,144000000.0,,70.0,1.0,1.0,,,Chà Là,Chà Là 6,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:e5991bee-f84d-4567-8c97-504479606c9d
6885,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-co-xanh-vinhomes-ocean-park-2-the-empire.WLDBQJ,7dbb970c-6d2a-475b-ae5c-d33f56866304,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:24:28+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Nội khu - Cọ Xanh - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,9180000000.0,146000000.0,,63.0,0.0,4.0,,,Cọ Xanh,Cọ xanh 2,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:7dbb970c-6d2a-475b-ae5c-d33f56866304
6886,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-san-ho-18-san-ho-vinhomes-ocean-park-2-the-empire.12SSOD,9c41890a-6629-4b9e-a742-4dd634786f29,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:30:22+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Đường San Hô 18 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,13260000000.0,189000000.0,,70.0,2.0,3.0,,,San Hô,San Hô 18,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:9c41890a-6629-4b9e-a742-4dd634786f29
6887,onehousing,https://onehousing.vn/bds/shophouse-huong-view-noi-khu-kinh-do-anh-sang-vinhomes-ocean-park-2-the-empire.EJCAOB,032f3f6e-ca6b-47a9-9dcf-eded2400ba84,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:24:54+00:00,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view Nội khu - Kinh Đô Ánh Sáng - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,34480000000.0,230000000.0,,150.0,4.0,4.0,,,Kinh Đô Ánh Sáng,Kinh Đô 6,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:032f3f6e-ca6b-47a9-9dcf-eded2400ba84
6888,onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-pho-k-town-vinhomes-ocean-park-2-the-empire.M6LA95,07a05f18-37eb-4dbb-a8c9-f527d3d1f1f2,2026-06-14T04:45:56.162903+00:00,2025-12-01T03:41:50+00:00,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view đường phố - K-Town - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,12120000000.0,168000000.0,,72.0,3.0,4.0,,,K-Town,Phố Đông 4,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:07a05f18-37eb-4dbb-a8c9-f527d3d1f1f2
6889,onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-pho-k-town-vinhomes-ocean-park-2-the-empire.926AFY,bde61515-3a13-4297-b177-1fc18826a6f5,2026-06-14T04:45:56.162903+00:00,2025-12-01T03:42:20+00:00,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view Đường phố - K-Town - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,12120000000.0,168000000.0,,72.0,3.0,4.0,,,K-Town,Phố Đông 4,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:bde61515-3a13-4297-b177-1fc18826a6f5
6890,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.NGHZ0L,713a4c06-f7a0-494d-990e-e165e585c2ba,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:30:47+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,20400000000.0,152000000.0,,134.3,0.0,3.0,,,Chà Là,Chà Là 8,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:713a4c06-f7a0-494d-990e-e165e585c2ba
6891,onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-lon-k-town-vinhomes-ocean-park-2-the-empire.V61ZJ8,d5d7557e-aca4-4b1a-8b8f-8192881972da,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:08:19+00:00,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view Đường lớn - K-Town - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,20400000000.0,185000000.0,,110.0,0.0,4.0,,,K-Town,Phố Đông,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:d5d7557e-aca4-4b1a-8b8f-8192881972da
6892,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-co-xanh-vinhomes-ocean-park-2-the-empire.J4PPLA,faa2909d-206e-47bb-abc0-20904b6e12da,2026-06-14T04:45:56.162903+00:00,2024-08-02T04:09:50+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Nội khu - Cọ Xanh - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,7373000000.0,117000000.0,,63.0,4.0,3.0,,,Cọ Xanh,Cọ xanh 17,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:faa2909d-206e-47bb-abc0-20904b6e12da
6893,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-san-ho-9-san-ho-vinhomes-ocean-park-2-the-empire.GZM8LI,988f10b3-adfd-491e-8f6e-b9670a556a0b,2026-06-14T04:45:56.162903+00:00,2025-11-24T07:51:38+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Đường San Hô 9 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,15300000000.0,219000000.0,,70.0,9.0,4.0,,,San Hô,San Hô 9,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:988f10b3-adfd-491e-8f6e-b9670a556a0b
6894,onehousing,https://onehousing.vn/bds/shophouse-huong-view-noi-khu-sao-bien-vinhomes-ocean-park-2-the-empire.2EAMG5,deb8d907-f722-4fa2-8e0a-0747c45e74da,2026-06-14T04:45:56.162903+00:00,2026-01-06T04:03:54+00:00,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view Nội khu - Sao Biển - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,9180000000.0,157000000.0,,58.5,5.0,4.0,,,Sao Biển,Sao Biển 10,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:deb8d907-f722-4fa2-8e0a-0747c45e74da
6895,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-san-ho-15-san-ho-vinhomes-ocean-park-2-the-empire.DXJE9S,dbec5c6f-83f2-4f3c-8af5-2ece2d3aff95,2026-06-14T04:45:56.162903+00:00,2025-12-11T10:25:17+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Đường San Hô 15 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,11730000000.0,180000000.0,,65.0,5.0,4.0,,,San Hô,San Hô 15,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:dbec5c6f-83f2-4f3c-8af5-2ece2d3aff95
6896,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-hai-au-8-hai-au-vinhomes-ocean-park-2-the-empire.WKMMLW,c00e7a09-3521-41cd-8585-6027d25618bf,2026-06-14T04:45:56.162903+00:00,2024-07-10T07:42:33+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Đường Hải Âu 8 - Hải Âu - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,,,,48.0,3.0,2.0,,,Hải Âu,Hải Âu 8,,basic,available,0,"[""missing_sale_price"", ""structured_onehousing"", ""classify_secondary""]",onehousing:c00e7a09-3521-41cd-8585-6027d25618bf
6897,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-san-ho-17-san-ho-vinhomes-ocean-park-2-the-empire.VA8L9R,cc4cbc30-121b-435b-8a30-fcd5eb4ae833,2026-06-14T04:45:56.162903+00:00,2025-01-13T02:31:13+00:00,2026-06-14T04:45:56.162903+00:00,Nhà liền kề - hướng/view Đường San Hô 17 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,13260000000.0,146000000.0,,91.0,0.0,1.0,,,San Hô,San Hô 17,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:cc4cbc30-121b-435b-8a30-fcd5eb4ae833
6858,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.5W0OGE,d9c69dfe-a692-40d5-b782-f99a5ed7c00b,2026-06-14T04:45:56.132972+00:00,2026-02-11T07:43:41+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,8690000000.0,181000000.0,,48.0,4.0,4.0,,,Chà Là,Chà Là 6,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:d9c69dfe-a692-40d5-b782-f99a5ed7c00b
6859,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.NERYSZ,7b6ca9f0-50b9-45b4-ac73-712233a8c972,2026-06-14T04:45:56.132972+00:00,2026-01-26T10:41:26+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,12930000000.0,205000000.0,,63.0,4.0,4.0,,,Chà Là,Chà Là 9,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:7b6ca9f0-50b9-45b4-ac73-712233a8c972
6860,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-cha-la-vinhomes-ocean-park-2-the-empire.NQXHIS,65bd1284-9977-45fe-9e6e-99445b0b41e5,2026-06-14T04:45:56.132972+00:00,2026-01-19T03:51:45+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Nội khu - Chà Là - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,9400000000.0,147000000.0,,64.0,3.0,3.0,,,Chà Là,Chà Là 10,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:65bd1284-9977-45fe-9e6e-99445b0b41e5
6861,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-noi-khu-co-xanh-vinhomes-ocean-park-2-the-empire.TOVPUK,8abfd92a-9fd8-4612-9fcd-fc132dd2bf34,2026-06-14T04:45:56.132972+00:00,2025-12-08T03:53:34+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Nội khu - Cọ Xanh - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,10400000000.0,160000000.0,,65.0,0.0,3.0,,,Cọ Xanh,Cọ xanh 3,internal,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:8abfd92a-9fd8-4612-9fcd-fc132dd2bf34
6862,onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-san-ho-19-san-ho-vinhomes-ocean-park-2-the-empire.XOZLFH,ac961703-aedc-4d95-b3a6-cdc6bfc17ec6,2026-06-14T04:45:56.132972+00:00,2026-01-06T04:02:35+00:00,2026-06-14T04:45:56.132972+00:00,Shophouse - hướng/view Đường San Hô 19 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,15655000000.0,196000000.0,,80.0,2.0,2.0,,,San Hô,San Hô 19,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:ac961703-aedc-4d95-b3a6-cdc6bfc17ec6
6863,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-dao-dua-2-dao-dua-vinhomes-ocean-park-2-the-empire.BWHZBB,af9fdded-0aac-468b-bf4c-586ea72dcf38,2026-06-14T04:45:56.132972+00:00,2025-12-01T07:24:03+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Đường Đảo Dừa 2 - Đảo Dừa - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,13840000000.0,198000000.0,,70.0,4.0,5.0,,,Đảo Dừa,Đảo Dừa 2,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:af9fdded-0aac-468b-bf4c-586ea72dcf38
6864,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-hai-au-7-hai-au-vinhomes-ocean-park-2-the-empire.SSH64A,dfa2e30e-73b9-47f1-99de-44a1894e2c21,2026-06-14T04:45:56.132972+00:00,2025-12-11T10:05:23+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Đường Hải Âu 7 - Hải Âu - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,9040000000.0,141000000.0,,64.0,0.0,3.0,,,Hải Âu,Hải Âu 7,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:dfa2e30e-73b9-47f1-99de-44a1894e2c21
6865,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-duong-san-ho-16-san-ho-vinhomes-ocean-park-2-the-empire.RUVX4T,deba22f9-112e-4a55-aa14-68149eb72422,2026-06-14T04:45:56.132972+00:00,2025-12-01T03:41:13+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view Đường San Hô 16 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,9900000000.0,165000000.0,,60.0,2.0,3.0,,,San Hô,San Hô 16,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:deba22f9-112e-4a55-aa14-68149eb72422
6866,onehousing,https://onehousing.vn/bds/nha-lien-ke-huong-view-tmdv-hai-au-vinhomes-ocean-park-2-the-empire.RAFYX0,45ac1dc2-09af-46ae-8c3a-16a2c419bc3d,2026-06-14T04:45:56.132972+00:00,2025-12-11T10:13:45+00:00,2026-06-14T04:45:56.132972+00:00,Nhà liền kề - hướng/view TMDV - Hải Âu - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,townhouse,sale,12120000000.0,162000000.0,,75.0,0.0,1.0,,,Hải Âu,Hải Âu 4,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:45ac1dc2-09af-46ae-8c3a-16a2c419bc3d
6867,onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-san-ho-19-san-ho-vinhomes-ocean-park-2-the-empire.HWFAAY,64470ed3-333f-4dbe-a6bd-18cdf70769fc,2026-06-14T04:45:56.132972+00:00,2025-11-24T07:48:04+00:00,2026-06-14T04:45:56.132972+00:00,Shophouse - hướng/view Đường San Hô 19 - San Hô - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,20400000000.0,182000000.0,,112.0,5.0,4.0,,,San Hô,San Hô 19,,,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:64470ed3-333f-4dbe-a6bd-18cdf70769fc
