source,source_url,external_id,observed_at,title,address,project_slug,project_name,property_type,purpose,price_total_vnd,price_per_m2_vnd,rent_monthly_vnd,area_m2,bedrooms,bathrooms,floor_number,total_floors,subdivision,tower,view,furniture,legal_status,is_verified,quality_flags_json,dedupe_key,basis,source_file,canonical_key,duplicate_count,duplicate_sources,model_training_eligible
vinhomesonline,https://vinhomesonline.vn/tin/p2-d032-rent-a5,p2-d032-rent-a5,2026-06-14T04:45:56.878702+00:00,"Cho thuê Biệt thự đơn lập D032 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Biệt thự đơn lập","P. Thủ Đức, TP. Hồ Chí Minh Biệt thự đơn lập 1 PN 2 WC 276 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",villa,rent,,,66000000.0,276.0,1.0,2.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d032-rent-a5,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|rent|villa|276|1|66000000|p2 p thu duc tp ho chi minh biet thu don lap 1 pn 2 wc 276 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-b022-rent-a5,p2-b022-rent-a5,2026-06-14T04:45:56.878702+00:00,"bán Mã: B022 68 triệu/tháng Cho thuê Biệt thự song lập B022 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Biệt thự song lập","P. Thủ Đức, TP. Hồ Chí Minh Biệt thự song lập 3 PN 3 WC 299 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",villa,rent,,,68000000.0,299.0,3.0,3.0,,,,P2,water,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-b022-rent-a5,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|rent|villa|299|3|68000000|p2 p thu duc tp ho chi minh biet thu song lap 3 pn 3 wc 299 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d028-rent-a5,p2-d028-rent-a5,2026-06-14T04:45:56.878702+00:00,"Cho thuê Biệt thự đơn lập D028 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Biệt thự đơn lập","P. Thủ Đức, TP. Hồ Chí Minh Biệt thự đơn lập 1 PN 3 WC 55 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",villa,rent,,,52000000.0,55.0,1.0,3.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d028-rent-a5,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|rent|villa|55|1|52000000|p2 p thu duc tp ho chi minh biet thu don lap 1 pn 3 wc 55 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-a002-rent-a5,p2-a002-rent-a5,2026-06-14T04:45:56.951198+00:00,"bán Mã: A002 42 triệu/tháng Cho thuê Biệt thự tứ lập A002 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Biệt thự tứ lập","P. Thủ Đức, TP. Hồ Chí Minh Biệt thự tứ lập 2 PN 4 WC 76 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",villa,rent,,,42000000.0,76.0,2.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-a002-rent-a5,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|rent|villa|76|2|42000000|p2 p thu duc tp ho chi minh biet thu tu lap 2 pn 4 wc 76 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-b004-primary-a3,p2-b004-primary-a3,2026-06-14T04:45:56.804881+00:00,"bán 3 môi giới Mã: B004 12.3 tỷ 64,8 triệu/m² Bán Căn hộ B004 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh","P. Thủ Đức, TP. Hồ Chí Minh Căn hộ 4 PN 3 WC 190 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",apartment,sale,12300000000.0,64800000.0,,190.0,4.0,3.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-b004-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|apartment|190|4|12300000000|p2 p thu duc tp ho chi minh can ho 4 pn 3 wc 190 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d012-primary-a3,p2-d012-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Studio D012 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh","P. Thủ Đức, TP. Hồ Chí Minh Studio 4 PN 3 WC 78 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",apartment,sale,3200000000.0,41300000.0,,78.0,0.0,3.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d012-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|apartment|78|0|3200000000|p2 p thu duc tp ho chi minh studio 4 pn 3 wc 78 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c004-secondary-a4,p2-c004-secondary-a4,2026-06-14T04:45:56.447705+00:00,"Bán Studio C004 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh","P. Thủ Đức, TP. Hồ Chí Minh Studio 2 PN 4 WC 98 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",apartment,sale,10600000000.0,108100000.0,,98.0,0.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c004-secondary-a4,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|apartment|98|0|10600000000|p2 p thu duc tp ho chi minh studio 2 pn 4 wc 98 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c032-primary-a3,p2-c032-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Penthouse C032 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Penthouse","P. Thủ Đức, TP. Hồ Chí Minh Penthouse 1 PN 4 WC 104 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,8600000000.0,82900000.0,,104.0,1.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c032-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|104|1|8600000000|p2 p thu duc tp ho chi minh penthouse 1 pn 4 wc 104 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c020-primary-a3,p2-c020-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Văn phòng C020 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Văn phòng","P. Thủ Đức, TP. Hồ Chí Minh Văn phòng 2 PN 2 WC 135 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,6800000000.0,50300000.0,,135.0,2.0,2.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c020-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|135|2|6800000000|p2 p thu duc tp ho chi minh van phong 2 pn 2 wc 135 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d018-primary-a3,p2-d018-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Penthouse D018 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Penthouse","P. Thủ Đức, TP. Hồ Chí Minh Penthouse 4 PN 1 WC 212 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,24800000000.0,117100000.0,,212.0,4.0,1.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d018-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|212|4|24800000000|p2 p thu duc tp ho chi minh penthouse 4 pn 1 wc 212 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d038-secondary-a4,p2-d038-secondary-a4,2026-06-14T04:45:56.521958+00:00,"Bán Penthouse D038 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Penthouse","P. Thủ Đức, TP. Hồ Chí Minh Penthouse 4 PN 2 WC 215 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,24300000000.0,113200000.0,,215.0,4.0,2.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d038-secondary-a4,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|215|4|24300000000|p2 p thu duc tp ho chi minh penthouse 4 pn 2 wc 215 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-b010-primary-a3,p2-b010-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Penthouse B010 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Penthouse","P. Thủ Đức, TP. Hồ Chí Minh Penthouse 2 PN 4 WC 223 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,24400000000.0,109600000.0,,223.0,2.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-b010-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|223|2|24400000000|p2 p thu duc tp ho chi minh penthouse 2 pn 4 wc 223 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d006-primary-a3,p2-d006-primary-a3,2026-06-14T04:45:56.804881+00:00,"bán 3 môi giới Mã: D006 23.2 tỷ 98,1 triệu/m² Bán Mặt bằng bán lẻ D006 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Mặt bằng bán lẻ","P. Thủ Đức, TP. Hồ Chí Minh Mặt bằng bán lẻ 2 PN 4 WC 236 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,23200000000.0,98100000.0,,236.0,2.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d006-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|236|2|23200000000|p2 p thu duc tp ho chi minh mat bang ban le 2 pn 4 wc 236 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-d036-primary-a3,p2-d036-primary-a3,2026-06-14T04:45:56.597384+00:00,"bán 3 môi giới Mã: D036 28.4 tỷ 98,1 triệu/m² Bán Penthouse D036 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Penthouse","P. Thủ Đức, TP. Hồ Chí Minh Penthouse 3 PN 4 WC 289 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,28400000000.0,98100000.0,,289.0,3.0,4.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-d036-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|289|3|28400000000|p2 p thu duc tp ho chi minh penthouse 3 pn 4 wc 289 m,2,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-a006-primary-a3,p2-a006-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Văn phòng A006 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Văn phòng","P. Thủ Đức, TP. Hồ Chí Minh Văn phòng 5 PN 2 WC 91 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",other,sale,7900000000.0,86700000.0,,91.0,5.0,2.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-a006-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|other|91|5|7900000000|p2 p thu duc tp ho chi minh van phong 5 pn 2 wc 91 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c012-secondary-a4,p2-c012-secondary-a4,2026-06-14T04:45:56.521958+00:00,"Bán Shophouse C012 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Shophouse","P. Thủ Đức, TP. Hồ Chí Minh Shophouse 5 PN 1 WC 130 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",shophouse,sale,8500000000.0,65599999.99999999,,130.0,5.0,1.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c012-secondary-a4,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|shophouse|130|5|8500000000|p2 p thu duc tp ho chi minh shophouse 5 pn 1 wc 130 m,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c008-primary-a3,p2-c008-primary-a3,2026-06-14T04:45:56.597384+00:00,"bán 3 môi giới Mã: C008 21.4 tỷ 103,7 triệu/m² Bán Shophouse C008 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Shophouse","P. Thủ Đức, TP. Hồ Chí Minh Shophouse 4 PN 3 WC 206 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",shophouse,sale,21400000000.0,103700000.0,,206.0,4.0,3.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c008-primary-a3,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|shophouse|206|4|21400000000|p2 p thu duc tp ho chi minh shophouse 4 pn 3 wc 206 m,2,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p2-c006-secondary-a4,p2-c006-secondary-a4,2026-06-14T04:45:56.447705+00:00,"bán Mã: C006 3.5 tỷ 47,6 triệu/m² Bán Shophouse C006 — Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh Shophouse","P. Thủ Đức, TP. Hồ Chí Minh Shophouse 2 PN 2 WC 74 m²",dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh,"Đại đô thị An Lạc Garden TP. Thủ Đức, TP. Hồ Chí Minh",shophouse,sale,3500000000.0,47600000.0,,74.0,2.0,2.0,,,,P2,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p2-c006-secondary-a4,property_candidate,data/processed/property_candidates.csv,dai-do-thi-an-lac-garden-tp-thu-duc-tp-ho-chi-minh|sale|shophouse|74|2|3500000000|p2 p thu duc tp ho chi minh shophouse 2 pn 2 wc 74 m,1,vinhomesonline,False
